,year,subjects,count,total,percentage
326,1811,Foreign Relations,2,193,1.0
327,1811,French Revolution,4,193,2.0
328,1811,Health and Illness,41,193,21.0
329,1811,Latin American Wars of Independence,1,193,1.0
330,1811,Louisiana Purchase,1,193,1.0
331,1811,Orders in Council,3,193,2.0
332,1811,Privateering,6,193,3.0
333,1811,Recreation,44,193,23.0
334,1811,Religion,14,193,7.000000000000001
335,1811,Supreme Court,1,193,1.0
336,1811,US Constitution,1,193,1.0
337,1811,War of 1812,2,193,1.0
338,1812,African Americans,6,289,2.0
339,1812,Canals,1,289,0.0
340,1812,Chesapeake Affair,2,289,1.0
341,1812,Commerce,4,289,1.0
342,1812,Continental System,3,289,1.0
343,1812,"Court Life and Society, European",15,289,5.0
344,1812,Diplomacy,2,289,1.0
345,1812,Dueling,2,289,1.0
346,1812,"Elections, Presidential 1812",3,289,1.0
347,1812,Embargo,1,289,0.0
348,1812,European Alliances,5,289,2.0
349,1812,Family Finances (Adams Family),1,289,0.0
350,1812,Family Residences (Adams Family),2,289,1.0
351,1812,Federalist Party,3,289,1.0
352,1812,Foreign Relations,1,289,0.0
353,1812,French Revolution,2,289,1.0
354,1812,Health and Illness,54,289,19.0
355,1812,Impressment,2,289,1.0
356,1812,Latin American Wars of Independence,1,289,0.0
357,1812,Napoleonic Wars,57,289,20.0
358,1812,Native Americans,1,289,0.0
359,1812,Orders in Council,10,289,3.0
360,1812,Privateering,1,289,0.0
361,1812,Recreation,76,289,26.0
362,1812,Religion,6,289,2.0
363,1812,Slave Trade,1,289,0.0
364,1812,Steam Power,1,289,0.0
365,1812,War of 1812,26,289,9.0
366,1813,African Americans,5,270,2.0
367,1813,American Revolution,2,270,1.0
368,1813,Bank of the United States,1,270,0.0
369,1813,Blockades,2,270,1.0
370,1813,Commerce,1,270,0.0
371,1813,"Court Life and Society, European",25,270,9.0
372,1813,Diplomacy,16,270,6.0
373,1813,Dueling,1,270,0.0
374,1813,"Elections, Presidential 1812",2,270,1.0
375,1813,European Alliances,4,270,1.0
376,1813,Family Relations (Adams Family),6,270,2.0
377,1813,Foreign Relations,14,270,5.0
378,1813,French Revolution,3,270,1.0
379,1813,Health and Illness,35,270,13.0
380,1813,Impressment,7,270,3.0
381,1813,Napoleonic Wars,66,270,24.0
382,1813,Native Americans,2,270,1.0
383,1813,Orders in Council,1,270,0.0
384,1813,Privateering,4,270,1.0
385,1813,Recreation,20,270,7.000000000000001
386,1813,Reform Movements,1,270,0.0
387,1813,Religion,13,270,5.0
388,1813,US Constitution,1,270,0.0
389,1813,War of 1812,38,270,14.000000000000002
390,1814,African Americans,10,410,2.0
391,1814,American Revolution,3,410,1.0
392,1814,Anglo-American Definitive Peace Treaty,11,410,3.0
393,1814,Blockades,1,410,0.0
394,1814,Commerce,2,410,0.0
395,1814,"Court Life and Society, European",9,410,2.0
396,1814,Diplomacy,70,410,17.0
397,1814,Dueling,1,410,0.0
398,1814,Foreign Relations,20,410,5.0
399,1814,French Revolution,1,410,0.0
400,1814,Hartford Convention,1,410,0.0
401,1814,Health and Illness,9,410,2.0
402,1814,Impressment,10,410,2.0
403,1814,Jay Treaty,7,410,2.0
404,1814,Louisiana Purchase,2,410,0.0
405,1814,Napoleonic Wars,19,410,5.0
406,1814,Native Americans,22,410,5.0
407,1814,Recreation,95,410,23.0
408,1814,Religion,9,410,2.0
409,1814,Sectionalism,3,410,1.0
410,1814,Slave Trade,10,410,2.0
411,1814,Steam Power,1,410,0.0
412,1814,"Travel and Touring, International",35,410,9.0
413,1814,Treaty of Ghent,32,410,8.0
414,1814,US Constitution,1,410,0.0
415,1814,War of 1812,26,410,6.0
416,1815,African Americans,9,314,3.0
417,1815,American Revolution,3,314,1.0
418,1815,Anglo-American Definitive Peace Treaty,2,314,1.0
419,1815,Barbary Wars,10,314,3.0
420,1815,Commerce,10,314,3.0
421,1815,Continental System,1,314,0.0
422,1815,"Court Life and Society, European",12,314,4.0
423,1815,Diplomacy,16,314,5.0
424,1815,Dueling,3,314,1.0
425,1815,Family Residences (Adams Family),5,314,2.0
426,1815,French Revolution,1,314,0.0
427,1815,Hartford Convention,1,314,0.0
428,1815,Health and Illness,44,314,14.000000000000002
429,1815,Impressment,7,314,2.0
430,1815,Jay Treaty,3,314,1.0
431,1815,Louisiana Purchase,2,314,1.0
432,1815,Napoleonic Wars,24,314,8.0
433,1815,Native Americans,5,314,2.0
434,1815,Orders in Council,1,314,0.0
435,1815,Recreation,96,314,31.0
436,1815,Religion,3,314,1.0
437,1815,Slave Trade,3,314,1.0
438,1815,"Travel and Touring, International",15,314,5.0
439,1815,Treaty of Ghent,20,314,6.0
440,1815,US Constitution,1,314,0.0
441,1815,War of 1812,17,314,5.0
442,1816,African Americans,30,238,13.0
443,1816,American Revolution,4,238,2.0
444,1816,Anglo-American Definitive Peace Treaty,1,238,0.0
445,1816,Bank of the United States,5,238,2.0
446,1816,Barbary Wars,11,238,5.0
447,1816,Boylston Professor of Rhetoric and Oratory,1,238,0.0
448,1816,Commerce,12,238,5.0
449,1816,"Court Life and Society, European",26,238,11.0
450,1816,Diplomacy,11,238,5.0
451,1816,Dueling,1,238,0.0
452,1816,"Elections, Presidential 1816",3,238,1.0
453,1816,Family Finances (Adams Family),2,238,1.0
454,1816,Family Residences (Adams Family),8,238,3.0
455,1816,Foreign Relations,2,238,1.0
456,1816,Health and Illness,19,238,8.0
457,1816,Impressment,4,238,2.0
458,1816,Jay Treaty,2,238,1.0
459,1816,Latin American Wars of Independence,5,238,2.0
460,1816,Native Americans,5,238,2.0
461,1816,Orders in Council,3,238,1.0
462,1816,Recreation,47,238,20.0
463,1816,Religion,8,238,3.0
464,1816,Sectionalism,1,238,0.0
465,1816,Slave Trade,10,238,4.0
466,1816,Treaty of Ghent,5,238,2.0
467,1816,US Constitution,2,238,1.0
468,1816,Unitarianism,2,238,1.0
469,1816,War of 1812,8,238,3.0
470,1817,Adams-Onis Treaty,4,451,1.0
471,1817,African Americans,5,451,1.0
472,1817,American Revolution,2,451,0.0
473,1817,Anglo-American Definitive Peace Treaty,1,451,0.0
474,1817,Bank of the United States,12,451,3.0
475,1817,Colonization Movements,2,451,0.0
476,1817,Commerce,18,451,4.0
477,1817,"Court Life and Society, European",8,451,2.0
478,1817,Diplomacy,9,451,2.0
479,1817,European Alliances,1,451,0.0
480,1817,Family Finances (Adams Family),14,451,3.0
481,1817,Family Relations (Adams Family),1,451,0.0
482,1817,Family Residences (Adams Family),28,451,6.0
483,1817,Foreign Relations,54,451,12.0
484,1817,French Revolution,1,451,0.0
485,1817,Health and Illness,33,451,7.000000000000001
486,1817,Immigration,6,451,1.0
487,1817,Impressment,2,451,0.0
488,1817,Jay Treaty,1,451,0.0
489,1817,Latin American Wars of Independence,18,451,4.0
490,1817,Louisiana Purchase,1,451,0.0
491,1817,Mexican War of Independence,1,451,0.0
492,1817,Native Americans,9,451,2.0
493,1817,Oregon Country,5,451,1.0
494,1817,Press,4,451,1.0
495,1817,Privateering,11,451,2.0
496,1817,Recreation,91,451,20.0
497,1817,Religion,15,451,3.0
498,1817,Science and Technology,1,451,0.0
499,1817,Sectionalism,1,451,0.0
500,1817,Seminole Wars,2,451,0.0
501,1817,Slave Trade,3,451,1.0
502,1817,Slavery and Enslaved Persons,2,451,0.0
503,1817,Steam Power,3,451,1.0
504,1817,"Travel and Touring, International",54,451,12.0
505,1817,Treaty of Ghent,14,451,3.0
506,1817,US Constitution,1,451,0.0
507,1817,Unitarianism,2,451,0.0
508,1817,Utopian Communities,1,451,0.0
509,1817,War of 1812,9,451,2.0
510,1817,"West, The",1,451,0.0
511,1818,Adams-Onis Treaty,38,932,4.0
512,1818,African Americans,5,932,1.0
513,1818,American Revolution,8,932,1.0
514,1818,Asylum Movement,1,932,0.0
515,1818,Bank of the United States,16,932,2.0
516,1818,Blockades,1,932,0.0
517,1818,Canals,1,932,0.0
518,1818,Colonization Movements,2,932,0.0
519,1818,Commerce,59,932,6.0
520,1818,Convention of 1818,2,932,0.0
521,1818,Democratic-Republican Party,1,932,0.0
522,1818,Dueling,5,932,1.0
523,1818,"Elections, Presidential 1820",4,932,0.0
524,1818,Family Finances (Adams Family),54,932,6.0
525,1818,Family Relations (Adams Family),25,932,3.0
526,1818,Family Residences (Adams Family),14,932,2.0
527,1818,Florida Annexation,20,932,2.0
528,1818,Foreign Relations,138,932,15.0
529,1818,Health and Illness,89,932,10.0
530,1818,Immigration,8,932,1.0
531,1818,Impressment,5,932,1.0
532,1818,Internal Improvements,2,932,0.0
533,1818,Latin American Wars of Independence,37,932,4.0
534,1818,Louisiana Purchase,1,932,0.0
535,1818,Mexican War of Independence,1,932,0.0
536,1818,Native Americans,26,932,3.0
537,1818,Oregon Country,5,932,1.0
538,1818,Panic of 1819,1,932,0.0
539,1818,Press,35,932,4.0
540,1818,Privateering,39,932,4.0
541,1818,Recreation,100,932,11.0
542,1818,Religion,23,932,2.0
543,1818,Roads,9,932,1.0
544,1818,Science and Technology,16,932,2.0
545,1818,Sectionalism,4,932,0.0
546,1818,Seminole Wars,24,932,3.0
547,1818,Slave Trade,7,932,1.0
548,1818,Slavery and Enslaved Persons,6,932,1.0
549,1818,States Rights,2,932,0.0
550,1818,Steam Power,13,932,1.0
551,1818,Supreme Court,6,932,1.0
552,1818,Territorial Expansion,2,932,0.0
553,1818,Textile Industry,1,932,0.0
554,1818,Treaty of Ghent,37,932,4.0
555,1818,US Constitution,15,932,2.0
556,1818,War of 1812,19,932,2.0
557,1818,"West, The",5,932,1.0
558,1819,Adams-Onis Treaty,88,1158,8.0
559,1819,African Americans,11,1158,1.0
560,1819,American Revolution,11,1158,1.0
561,1819,Anti-Slavery Movements,3,1158,0.0
562,1819,Bank of the United States,31,1158,3.0
563,1819,Canals,3,1158,0.0
564,1819,Colonization Movements,11,1158,1.0
565,1819,Commerce,61,1158,5.0
566,1819,Dueling,10,1158,1.0
567,1819,"Elections, Presidential 1820",5,1158,0.0
568,1819,"Elections, Presidential 1824",1,1158,0.0
569,1819,Emancipation,3,1158,0.0
570,1819,Family Finances (Adams Family),66,1158,6.0
571,1819,Family Relations (Adams Family),20,1158,2.0
572,1819,Family Residences (Adams Family),37,1158,3.0
573,1819,Florida Annexation,51,1158,4.0
574,1819,Foreign Relations,121,1158,10.0
575,1819,Health and Illness,66,1158,6.0
576,1819,Immigration,4,1158,0.0
577,1819,Impressment,2,1158,0.0
578,1819,Industrialization,2,1158,0.0
579,1819,Internal Improvements,7,1158,1.0
580,1819,Latin American Wars of Independence,32,1158,3.0
581,1819,Louisiana Purchase,13,1158,1.0
582,1819,Mexican War of Independence,3,1158,0.0
583,1819,Missouri Compromise,4,1158,0.0
584,1819,Native Americans,20,1158,2.0
585,1819,Oregon Country,4,1158,0.0
586,1819,Panic of 1819,21,1158,2.0
587,1819,Press,26,1158,2.0
588,1819,Privateering,56,1158,5.0
589,1819,Recreation,77,1158,7.000000000000001
590,1819,Religion,26,1158,2.0
591,1819,Roads,4,1158,0.0
592,1819,Science and Technology,34,1158,3.0
593,1819,Sectionalism,9,1158,1.0
594,1819,Seminole Wars,40,1158,3.0
595,1819,Slave Trade,21,1158,2.0
596,1819,Slavery and Enslaved Persons,12,1158,1.0
597,1819,"South, The",3,1158,0.0
598,1819,States Rights,1,1158,0.0
599,1819,Steam Power,6,1158,1.0
600,1819,Suffrage,1,1158,0.0
601,1819,Supreme Court,9,1158,1.0
602,1819,Territorial Expansion,6,1158,1.0
603,1819,Treaty of Ghent,13,1158,1.0
604,1819,US Constitution,50,1158,4.0
605,1819,Utopian Communities,1,1158,0.0
606,1819,War of 1812,22,1158,2.0
607,1819,"West, The",30,1158,3.0
608,1820,Adams-Onis Treaty,53,1041,5.0
609,1820,African Americans,15,1041,1.0
610,1820,American Revolution,18,1041,2.0
611,1820,Anti-Slavery Movements,13,1041,1.0
612,1820,Bank of the United States,12,1041,1.0
613,1820,Canals,1,1041,0.0
614,1820,Caucus System,5,1041,0.0
615,1820,Colonization Movements,2,1041,0.0
616,1820,Commerce,55,1041,5.0
617,1820,Dueling,6,1041,1.0
618,1820,"Elections, Presidential 1812",1,1041,0.0
619,1820,"Elections, Presidential 1820",9,1041,1.0
620,1820,"Elections, Presidential 1824",7,1041,1.0
621,1820,Emancipation,6,1041,1.0
622,1820,Family Finances (Adams Family),39,1041,4.0
623,1820,Family Relations (Adams Family),9,1041,1.0
624,1820,Family Residences (Adams Family),35,1041,3.0
625,1820,Florida Annexation,29,1041,3.0
626,1820,Foreign Relations,102,1041,10.0
627,1820,Fugitive Slave Laws,2,1041,0.0
628,1820,Health and Illness,62,1041,6.0
629,1820,Immigration,7,1041,1.0
630,1820,Impressment,5,1041,0.0
631,1820,Internal Improvements,4,1041,0.0
632,1820,Latin American Wars of Independence,48,1041,5.0
633,1820,Louisiana Purchase,8,1041,1.0
634,1820,Mexican War of Independence,2,1041,0.0
635,1820,Missouri Compromise,48,1041,5.0
636,1820,Native Americans,22,1041,2.0
637,1820,Nullification,1,1041,0.0
638,1820,Panic of 1819,4,1041,0.0
639,1820,Press,21,1041,2.0
640,1820,Privateering,39,1041,4.0
641,1820,Pro-Slavery Movements,9,1041,1.0
642,1820,Recreation,58,1041,6.0
643,1820,Religion,52,1041,5.0
644,1820,Roads,2,1041,0.0
645,1820,Science and Technology,18,1041,2.0
646,1820,Sectionalism,28,1041,3.0
647,1820,Seminole Wars,5,1041,0.0
648,1820,Slave Trade,26,1041,2.0
649,1820,Slavery and Enslaved Persons,39,1041,4.0
650,1820,"South, The",12,1041,1.0
651,1820,States Rights,2,1041,0.0
652,1820,Steam Power,5,1041,0.0
653,1820,Supreme Court,8,1041,1.0
654,1820,Territorial Expansion,3,1041,0.0
655,1820,Texas Annexation,8,1041,1.0
656,1820,Treaty of Ghent,22,1041,2.0
657,1820,US Constitution,24,1041,2.0
658,1820,War of 1812,17,1041,2.0
659,1820,"West, The",13,1041,1.0
660,1821,Adams-Onis Treaty,51,452,11.0
661,1821,African Americans,2,452,0.0
662,1821,American Revolution,7,452,2.0
663,1821,Anti-Slavery Movements,1,452,0.0
664,1821,Bank of the United States,6,452,1.0
